"year","asset","K_net_cc","K_gross_cc","K_net_chain","K_net_real","IG_cc","IG_real","D_cc","D_real","p_K"
1966,"Defense_Total",277.56,299.77,30.59,458.85,29.77,49.2144563337657,22.21,36.7165964115867,0.604903563255966
1967,"Defense_Total",285.34,308.17,31.64,474.6,30.6,50.8963341977991,22.83,37.972657180907,0.601222081753055
1968,"Defense_Total",293.33,316.8,32.72,490.8,31.46,52.6388981692974,23.47,39.2700235229946,0.597656886715566
1969,"Defense_Total",301.55,325.67,33.84,507.6,32.34,54.4380169126181,24.12,40.6012667882607,0.594070133963751
1970,"Defense_Total",310,334.8,35,525,33.25,56.3104838709677,24.8,42,0.59047619047619
1971,"Defense_Total",322.88,348.71,35.89,538.35,38.71,64.5426427775025,25.83,43.0673330649158,0.599758521408006
1972,"Defense_Total",336.3,363.2,36.8,552,40.32,66.1809099018733,26.9,44.1534344335415,0.609239130434783
1973,"Defense_Total",350.28,378.3,37.74,566.1,42,67.8776978417266,28.02,45.2841212744091,0.618759936406995
1974,"Defense_Total",364.84,394.03,38.7,580.5,43.74,69.5950827760114,29.19,46.4444551036071,0.628492678725237
1975,"Defense_Total",380,410.4,39.69,595.35,45.56,71.3793315789474,30.4,47.628,0.638280003359368
1976,"Defense_Total",409.17,441.9,40.7,610.5,61.9,92.3575775350099,32.73,48.8346286384632,0.67022113022113
1977,"Defense_Total",440.57,475.82,41.73,625.95,66.65,94.6945264089702,35.25,50.0822514015934,0.703842159916926
1978,"Defense_Total",474.39,512.34,42.79,641.85,71.77,97.1048599253779,37.95,51.3463763991653,0.739097920074784
1979,"Defense_Total",510.8,551.66,43.88,658.2,77.27,99.5675685199687,40.86,52.6508457321848,0.776055910057733
1980,"Defense_Total",550,594,45,675,83.2,102.109090909091,44,54,0.814814814814815
1981,"Defense_Total",600.03,648.03,46.69,700.35,98.03,114.419796510174,48,56.025198740063,0.856757335617905
1982,"Defense_Total",654.61,706.98,48.43,726.45,106.95,118.687199248407,52.37,58.1173316936802,0.901108128570445
1983,"Defense_Total",714.16,771.29,50.25,753.75,116.68,123.14824409096,57.13,60.2970447798813,0.947475953565506
1984,"Defense_Total",779.13,841.46,52.13,781.95,127.29,127.750716183435,62.33,62.5555985522313,0.996393631306349
1985,"Defense_Total",850,918,54.08,811.2,138.87,132.530992941176,68,64.896,1.04783037475345
1986,"Defense_Total",886.69,957.63,56.11,841.65,107.63,102.162863571259,70.94,67.3365561808524,1.05351393096893
1987,"Defense_Total",924.97,998.97,58.21,873.15,112.27,105.980248548602,74,69.8542655437474,1.05934833648285
1988,"Defense_Total",964.9,1042.09,60.39,905.85,117.12,109.952484195253,77.19,72.4661223961032,1.06518739305625
1989,"Defense_Total",1006.55,1087.07,62.65,939.75,122.18,114.071486761711,80.52,75.176265461229,1.07108273476989
1990,"Defense_Total",1050,1134,65,975,127.45,118.346428571429,84,78,1.07692307692308
1991,"Defense_Total",1018.12,1099.57,63.92,958.8,49.57,46.6818410403489,81.45,76.7043766942993,1.06186900292032
1992,"Defense_Total",987.21,1066.19,62.86,942.9,48.07,45.9124228887471,78.98,75.4350563709849,1.04699331848552
1993,"Defense_Total",957.24,1033.82,61.82,927.3,46.61,45.1521593330826,76.58,74.1847749780619,1.03228728566807
1994,"Defense_Total",928.18,1002.43,60.8,912,45.19,44.4022495636622,74.25,72.95567670064,1.01774122807018
1995,"Defense_Total",900,972,59.79,896.85,43.82,43.66663,72,71.748,1.00351229302559
1996,"Defense_Total",889.77,960.95,58.8,882,60.95,60.4177484068917,71.18,70.5584139721501,1.00880952380952
1997,"Defense_Total",879.66,950.03,57.83,867.45,60.26,59.4235693336062,70.37,69.393238865016,1.01407573923569
1998,"Defense_Total",869.66,939.23,56.87,853.05,59.57,58.4322476600051,69.57,68.2412534783709,1.01947130883301
1999,"Defense_Total",859.77,928.55,55.93,838.95,58.9,57.4736906381939,68.78,67.1144387452458,1.02481673520472
2000,"Defense_Total",850,918,55,825,58.23,56.5173529411765,68,66,1.03030303030303
2001,"Defense_Total",878.08,948.33,57.1,856.5,98.33,95.913407662172,70.25,68.5235115251458,1.02519556333917
2002,"Defense_Total",907.09,979.66,59.28,889.2,101.58,99.576597691519,72.57,71.1387447772547,1.0201192082771
2003,"Defense_Total",937.06,1012.02,61.54,923.1,104.93,103.366788679487,74.96,73.8432715087614,1.01512295525945
2004,"Defense_Total",968.02,1045.46,63.89,958.35,108.4,107.317142207806,77.44,76.6664159831409,1.01009025929984
2005,"Defense_Total",1000,1080,66.33,994.95,111.98,111.414501,80,79.596,1.0050756319413
2006,"Defense_Total",1053.87,1138.18,68.87,1033.05,138.18,135.450149449173,84.31,82.6443920976971,1.02015391316974
2007,"Defense_Total",1110.65,1199.5,71.49,1072.35,145.63,140.608049790663,88.85,85.786068968622,1.03571595094885
2008,"Defense_Total",1170.49,1264.13,74.22,1113.3,153.47,145.971474339806,93.64,89.0647609120966,1.05136980149106
2009,"Defense_Total",1233.54,1332.22,77.06,1155.9,161.74,151.559954277932,98.68,92.4690014105745,1.06716844017649
2010,"Defense_Total",1300,1404,80,1200,170.46,157.347692307692,104,96,1.08333333333333
2011,"Defense_Total",1319.41,1424.96,82.59,1238.85,124.96,117.330243063187,105.55,99.105370961263,1.06502805020785
2012,"Defense_Total",1339.11,1446.24,85.27,1279.05,126.83,121.141587696306,107.13,102.325146179179,1.04695672569485
2013,"Defense_Total",1359.11,1467.84,88.03,1320.45,128.72,125.058548609016,108.73,105.637165865898,1.02927789768639
2014,"Defense_Total",1379.4,1489.75,90.88,1363.2,130.65,129.115615484993,110.35,109.054023488473,1.0118838028169
2015,"Defense_Total",1400,1512,93.82,1407.3,132.6,133.291414285714,112,112.584,0.994812762026576
2016,"Defense_Total",1449.14,1565.07,96.86,1452.9,165.07,165.498297610997,115.93,116.230796886429,0.99741207240691
2017,"Defense_Total",1500,1620,100,1500,170.86,170.86,120,120,1
2018,"Defense_Total",1563.91,1689.02,102.6,1539,189.02,186.009284421738,125.11,123.117244598474,1.01618583495776
2019,"Defense_Total",1630.53,1760.97,105.26,1578.9,197.07,190.829866975769,130.44,126.309675994922,1.03269998099943
2020,"Defense_Total",1700,1836,108,1620,205.47,195.800823529412,136,129.6,1.04938271604938
2021,"Defense_Total",1794.63,1938.2,110.28,1654.2,238.2,219.560823122315,143.57,132.335631300045,1.08489299963729
2022,"Defense_Total",1894.54,2046.1,112.62,1689.3,251.47,224.227660012457,151.56,135.14114666357,1.12149410998638
2023,"Defense_Total",2000,2160,115,1725,265.46,228.95925,160,138,1.15942028985507
1925,"Nondefense_IP",4.5,NA,NA,NA,NA,NA,NA,NA,NA
1926,"Nondefense_IP",4.73,NA,NA,NA,NA,NA,NA,NA,NA
1927,"Nondefense_IP",4.97,NA,NA,NA,NA,NA,NA,NA,NA
1928,"Nondefense_IP",5.23,NA,NA,NA,NA,NA,NA,NA,NA
1929,"Nondefense_IP",5.5,NA,NA,NA,NA,NA,NA,NA,NA
1930,"Nondefense_IP",5.54,NA,NA,NA,NA,NA,NA,NA,NA
1931,"Nondefense_IP",5.59,NA,NA,NA,NA,NA,NA,NA,NA
1932,"Nondefense_IP",5.63,NA,NA,NA,NA,NA,NA,NA,NA
1933,"Nondefense_IP",5.68,NA,NA,NA,NA,NA,NA,NA,NA
1934,"Nondefense_IP",5.72,NA,NA,NA,NA,NA,NA,NA,NA
1935,"Nondefense_IP",5.77,NA,NA,NA,NA,NA,NA,NA,NA
1936,"Nondefense_IP",5.81,NA,NA,NA,NA,NA,NA,NA,NA
1937,"Nondefense_IP",5.86,NA,NA,NA,NA,NA,NA,NA,NA
1938,"Nondefense_IP",5.91,NA,NA,NA,NA,NA,NA,NA,NA
1939,"Nondefense_IP",5.95,NA,NA,NA,NA,NA,NA,NA,NA
1940,"Nondefense_IP",6,NA,NA,NA,NA,NA,NA,NA,NA
1941,"Nondefense_IP",6.1,NA,NA,NA,NA,NA,NA,NA,NA
1942,"Nondefense_IP",6.2,NA,NA,NA,NA,NA,NA,NA,NA
1943,"Nondefense_IP",6.3,NA,NA,NA,NA,NA,NA,NA,NA
1944,"Nondefense_IP",6.4,NA,NA,NA,NA,NA,NA,NA,NA
1945,"Nondefense_IP",6.5,NA,NA,NA,NA,NA,NA,NA,NA
1946,"Nondefense_IP",6.94,NA,NA,NA,NA,NA,NA,NA,NA
1947,"Nondefense_IP",7.4,NA,NA,NA,NA,NA,NA,NA,NA
1948,"Nondefense_IP",7.9,NA,NA,NA,NA,NA,NA,NA,NA
1949,"Nondefense_IP",8.43,NA,NA,NA,NA,NA,NA,NA,NA
1950,"Nondefense_IP",9,NA,NA,NA,NA,NA,NA,NA,NA
1951,"Nondefense_IP",9.83,NA,NA,NA,NA,NA,NA,NA,NA
1952,"Nondefense_IP",10.74,NA,NA,NA,NA,NA,NA,NA,NA
1953,"Nondefense_IP",11.73,NA,NA,NA,NA,NA,NA,NA,NA
1954,"Nondefense_IP",12.82,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Nondefense_IP",14,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Nondefense_IP",15.32,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Nondefense_IP",16.77,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Nondefense_IP",18.36,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Nondefense_IP",20.1,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Nondefense_IP",22,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Nondefense_IP",23.86,NA,NA,NA,NA,NA,NA,NA,NA
1962,"Nondefense_IP",25.87,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Nondefense_IP",28.06,NA,NA,NA,NA,NA,NA,NA,NA
1964,"Nondefense_IP",30.43,NA,NA,NA,NA,NA,NA,NA,NA
1965,"Nondefense_IP",33,NA,NA,NA,NA,NA,NA,NA,NA
1966,"Nondefense_IP",35.86,NA,NA,NA,NA,NA,NA,NA,NA
1967,"Nondefense_IP",38.97,NA,NA,NA,NA,NA,NA,NA,NA
1968,"Nondefense_IP",42.34,NA,NA,NA,NA,NA,NA,NA,NA
1969,"Nondefense_IP",46.01,NA,NA,NA,NA,NA,NA,NA,NA
1970,"Nondefense_IP",50,NA,NA,NA,NA,NA,NA,NA,NA
1971,"Nondefense_IP",55.6,NA,NA,NA,NA,NA,NA,NA,NA
1972,"Nondefense_IP",61.82,NA,NA,NA,NA,NA,NA,NA,NA
1973,"Nondefense_IP",68.74,NA,NA,NA,NA,NA,NA,NA,NA
1974,"Nondefense_IP",76.44,NA,NA,NA,NA,NA,NA,NA,NA
1975,"Nondefense_IP",85,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Nondefense_IP",95.23,NA,NA,NA,NA,NA,NA,NA,NA
1977,"Nondefense_IP",106.68,NA,NA,NA,NA,NA,NA,NA,NA
1978,"Nondefense_IP",119.51,NA,NA,NA,NA,NA,NA,NA,NA
1979,"Nondefense_IP",133.89,NA,NA,NA,NA,NA,NA,NA,NA
1980,"Nondefense_IP",150,NA,NA,NA,NA,NA,NA,NA,NA
1981,"Nondefense_IP",161.94,NA,NA,NA,NA,NA,NA,NA,NA
1982,"Nondefense_IP",174.83,NA,NA,NA,NA,NA,NA,NA,NA
1983,"Nondefense_IP",188.75,NA,NA,NA,NA,NA,NA,NA,NA
1984,"Nondefense_IP",203.78,NA,NA,NA,NA,NA,NA,NA,NA
1985,"Nondefense_IP",220,NA,NA,NA,NA,NA,NA,NA,NA
1986,"Nondefense_IP",235.62,NA,NA,NA,NA,NA,NA,NA,NA
1987,"Nondefense_IP",252.35,NA,NA,NA,NA,NA,NA,NA,NA
1988,"Nondefense_IP",270.26,NA,NA,NA,NA,NA,NA,NA,NA
1989,"Nondefense_IP",289.45,NA,NA,NA,NA,NA,NA,NA,NA
1990,"Nondefense_IP",310,NA,NA,NA,NA,NA,NA,NA,NA
1991,"Nondefense_IP",322.88,NA,NA,NA,NA,NA,NA,NA,NA
1992,"Nondefense_IP",336.3,NA,NA,NA,NA,NA,NA,NA,NA
1993,"Nondefense_IP",350.28,NA,NA,NA,NA,NA,NA,NA,NA
1994,"Nondefense_IP",364.84,NA,NA,NA,NA,NA,NA,NA,NA
1995,"Nondefense_IP",380,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Nondefense_IP",394.8,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Nondefense_IP",410.18,NA,NA,NA,NA,NA,NA,NA,NA
1998,"Nondefense_IP",426.16,NA,NA,NA,NA,NA,NA,NA,NA
1999,"Nondefense_IP",442.75,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Nondefense_IP",460,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Nondefense_IP",481.83,NA,NA,NA,NA,NA,NA,NA,NA
2002,"Nondefense_IP",504.69,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Nondefense_IP",528.64,NA,NA,NA,NA,NA,NA,NA,NA
2004,"Nondefense_IP",553.72,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Nondefense_IP",580,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Nondefense_IP",605.63,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Nondefense_IP",632.4,NA,NA,NA,NA,NA,NA,NA,NA
2008,"Nondefense_IP",660.34,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Nondefense_IP",689.53,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Nondefense_IP",720,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Nondefense_IP",744.3,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nondefense_IP",769.43,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Nondefense_IP",795.4,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Nondefense_IP",822.25,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Nondefense_IP",850,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Nondefense_IP",884.31,NA,NA,NA,NA,NA,NA,NA,NA
2017,"Nondefense_IP",920,NA,NA,NA,NA,NA,NA,NA,NA
2018,"Nondefense_IP",961.44,NA,NA,NA,NA,NA,NA,NA,NA
2019,"Nondefense_IP",1004.74,NA,NA,NA,NA,NA,NA,NA,NA
2020,"Nondefense_IP",1050,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Nondefense_IP",1121.66,NA,NA,NA,NA,NA,NA,NA,NA
2022,"Nondefense_IP",1198.22,NA,NA,NA,NA,NA,NA,NA,NA
2023,"Nondefense_IP",1280,NA,NA,NA,NA,NA,NA,NA,NA
1925,"Nondefense_ME",6.75,NA,NA,NA,NA,NA,NA,NA,NA
1926,"Nondefense_ME",7.1,NA,NA,NA,NA,NA,NA,NA,NA
1927,"Nondefense_ME",7.46,NA,NA,NA,NA,NA,NA,NA,NA
1928,"Nondefense_ME",7.85,NA,NA,NA,NA,NA,NA,NA,NA
1929,"Nondefense_ME",8.25,NA,NA,NA,NA,NA,NA,NA,NA
1930,"Nondefense_ME",8.32,NA,NA,NA,NA,NA,NA,NA,NA
1931,"Nondefense_ME",8.38,NA,NA,NA,NA,NA,NA,NA,NA
1932,"Nondefense_ME",8.45,NA,NA,NA,NA,NA,NA,NA,NA
1933,"Nondefense_ME",8.52,NA,NA,NA,NA,NA,NA,NA,NA
1934,"Nondefense_ME",8.58,NA,NA,NA,NA,NA,NA,NA,NA
1935,"Nondefense_ME",8.65,NA,NA,NA,NA,NA,NA,NA,NA
1936,"Nondefense_ME",8.72,NA,NA,NA,NA,NA,NA,NA,NA
1937,"Nondefense_ME",8.79,NA,NA,NA,NA,NA,NA,NA,NA
1938,"Nondefense_ME",8.86,NA,NA,NA,NA,NA,NA,NA,NA
1939,"Nondefense_ME",8.93,NA,NA,NA,NA,NA,NA,NA,NA
1940,"Nondefense_ME",9,NA,NA,NA,NA,NA,NA,NA,NA
1941,"Nondefense_ME",9.15,NA,NA,NA,NA,NA,NA,NA,NA
1942,"Nondefense_ME",9.29,NA,NA,NA,NA,NA,NA,NA,NA
1943,"Nondefense_ME",9.44,NA,NA,NA,NA,NA,NA,NA,NA
1944,"Nondefense_ME",9.6,NA,NA,NA,NA,NA,NA,NA,NA
1945,"Nondefense_ME",9.75,NA,NA,NA,NA,NA,NA,NA,NA
1946,"Nondefense_ME",10.41,NA,NA,NA,NA,NA,NA,NA,NA
1947,"Nondefense_ME",11.11,NA,NA,NA,NA,NA,NA,NA,NA
1948,"Nondefense_ME",11.85,NA,NA,NA,NA,NA,NA,NA,NA
1949,"Nondefense_ME",12.65,NA,NA,NA,NA,NA,NA,NA,NA
1950,"Nondefense_ME",13.5,NA,NA,NA,NA,NA,NA,NA,NA
1951,"Nondefense_ME",14.75,NA,NA,NA,NA,NA,NA,NA,NA
1952,"Nondefense_ME",16.11,NA,NA,NA,NA,NA,NA,NA,NA
1953,"Nondefense_ME",17.6,NA,NA,NA,NA,NA,NA,NA,NA
1954,"Nondefense_ME",19.22,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Nondefense_ME",21,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Nondefense_ME",22.99,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Nondefense_ME",25.16,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Nondefense_ME",27.54,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Nondefense_ME",30.15,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Nondefense_ME",33,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Nondefense_ME",35.79,NA,NA,NA,NA,NA,NA,NA,NA
1962,"Nondefense_ME",38.81,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Nondefense_ME",42.09,NA,NA,NA,NA,NA,NA,NA,NA
1964,"Nondefense_ME",45.64,NA,NA,NA,NA,NA,NA,NA,NA
1965,"Nondefense_ME",49.5,NA,NA,NA,NA,NA,NA,NA,NA
1966,"Nondefense_ME",53.79,NA,NA,NA,NA,NA,NA,NA,NA
1967,"Nondefense_ME",58.45,NA,NA,NA,NA,NA,NA,NA,NA
1968,"Nondefense_ME",63.52,NA,NA,NA,NA,NA,NA,NA,NA
1969,"Nondefense_ME",69.02,NA,NA,NA,NA,NA,NA,NA,NA
1970,"Nondefense_ME",75,NA,NA,NA,NA,NA,NA,NA,NA
1971,"Nondefense_ME",83.4,NA,NA,NA,NA,NA,NA,NA,NA
1972,"Nondefense_ME",92.73,NA,NA,NA,NA,NA,NA,NA,NA
1973,"Nondefense_ME",103.12,NA,NA,NA,NA,NA,NA,NA,NA
1974,"Nondefense_ME",114.66,NA,NA,NA,NA,NA,NA,NA,NA
1975,"Nondefense_ME",127.5,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Nondefense_ME",142.84,NA,NA,NA,NA,NA,NA,NA,NA
1977,"Nondefense_ME",160.02,NA,NA,NA,NA,NA,NA,NA,NA
1978,"Nondefense_ME",179.27,NA,NA,NA,NA,NA,NA,NA,NA
1979,"Nondefense_ME",200.84,NA,NA,NA,NA,NA,NA,NA,NA
1980,"Nondefense_ME",225,NA,NA,NA,NA,NA,NA,NA,NA
1981,"Nondefense_ME",242.91,NA,NA,NA,NA,NA,NA,NA,NA
1982,"Nondefense_ME",262.25,NA,NA,NA,NA,NA,NA,NA,NA
1983,"Nondefense_ME",283.13,NA,NA,NA,NA,NA,NA,NA,NA
1984,"Nondefense_ME",305.67,NA,NA,NA,NA,NA,NA,NA,NA
1985,"Nondefense_ME",330,NA,NA,NA,NA,NA,NA,NA,NA
1986,"Nondefense_ME",353.43,NA,NA,NA,NA,NA,NA,NA,NA
1987,"Nondefense_ME",378.52,NA,NA,NA,NA,NA,NA,NA,NA
1988,"Nondefense_ME",405.39,NA,NA,NA,NA,NA,NA,NA,NA
1989,"Nondefense_ME",434.18,NA,NA,NA,NA,NA,NA,NA,NA
1990,"Nondefense_ME",465,NA,NA,NA,NA,NA,NA,NA,NA
1991,"Nondefense_ME",484.33,NA,NA,NA,NA,NA,NA,NA,NA
1992,"Nondefense_ME",504.45,NA,NA,NA,NA,NA,NA,NA,NA
1993,"Nondefense_ME",525.42,NA,NA,NA,NA,NA,NA,NA,NA
1994,"Nondefense_ME",547.26,NA,NA,NA,NA,NA,NA,NA,NA
1995,"Nondefense_ME",570,NA,NA,NA,NA,NA,NA,NA,NA
1996,"Nondefense_ME",592.2,NA,NA,NA,NA,NA,NA,NA,NA
1997,"Nondefense_ME",615.27,NA,NA,NA,NA,NA,NA,NA,NA
1998,"Nondefense_ME",639.23,NA,NA,NA,NA,NA,NA,NA,NA
1999,"Nondefense_ME",664.13,NA,NA,NA,NA,NA,NA,NA,NA
2000,"Nondefense_ME",690,NA,NA,NA,NA,NA,NA,NA,NA
2001,"Nondefense_ME",722.74,NA,NA,NA,NA,NA,NA,NA,NA
2002,"Nondefense_ME",757.04,NA,NA,NA,NA,NA,NA,NA,NA
2003,"Nondefense_ME",792.96,NA,NA,NA,NA,NA,NA,NA,NA
2004,"Nondefense_ME",830.59,NA,NA,NA,NA,NA,NA,NA,NA
2005,"Nondefense_ME",870,NA,NA,NA,NA,NA,NA,NA,NA
2006,"Nondefense_ME",908.45,NA,NA,NA,NA,NA,NA,NA,NA
2007,"Nondefense_ME",948.6,NA,NA,NA,NA,NA,NA,NA,NA
2008,"Nondefense_ME",990.52,NA,NA,NA,NA,NA,NA,NA,NA
2009,"Nondefense_ME",1034.29,NA,NA,NA,NA,NA,NA,NA,NA
2010,"Nondefense_ME",1080,NA,NA,NA,NA,NA,NA,NA,NA
2011,"Nondefense_ME",1116.45,NA,NA,NA,NA,NA,NA,NA,NA
2012,"Nondefense_ME",1154.14,NA,NA,NA,NA,NA,NA,NA,NA
2013,"Nondefense_ME",1193.1,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Nondefense_ME",1233.37,NA,NA,NA,NA,NA,NA,NA,NA
2015,"Nondefense_ME",1275,NA,NA,NA,NA,NA,NA,NA,NA
2016,"Nondefense_ME",1326.46,NA,NA,NA,NA,NA,NA,NA,NA
2017,"Nondefense_ME",1380,NA,NA,NA,NA,NA,NA,NA,NA
2018,"Nondefense_ME",1442.16,NA,NA,NA,NA,NA,NA,NA,NA
2019,"Nondefense_ME",1507.12,NA,NA,NA,NA,NA,NA,NA,NA
2020,"Nondefense_ME",1575,NA,NA,NA,NA,NA,NA,NA,NA
2021,"Nondefense_ME",1682.5,NA,NA,NA,NA,NA,NA,NA,NA
2022,"Nondefense_ME",1797.33,NA,NA,NA,NA,NA,NA,NA,NA
2023,"Nondefense_ME",1920,NA,NA,NA,NA,NA,NA,NA,NA
1925,"Nondefense_NRC",33.75,NA,NA,NA,NA,NA,NA,NA,NA
1926,"Nondefense_NRC",35.49,NA,NA,NA,NA,NA,NA,NA,NA
1927,"Nondefense_NRC",37.31,NA,NA,NA,NA,NA,NA,NA,NA
1928,"Nondefense_NRC",39.23,NA,NA,NA,NA,NA,NA,NA,NA
1929,"Nondefense_NRC",41.25,NA,NA,NA,NA,NA,NA,NA,NA
1930,"Nondefense_NRC",41.58,NA,NA,NA,NA,NA,NA,NA,NA
1931,"Nondefense_NRC",41.91,NA,NA,NA,NA,NA,NA,NA,NA
1932,"Nondefense_NRC",42.24,NA,NA,NA,NA,NA,NA,NA,NA
1933,"Nondefense_NRC",42.58,NA,NA,NA,NA,NA,NA,NA,NA
1934,"Nondefense_NRC",42.91,NA,NA,NA,NA,NA,NA,NA,NA
1935,"Nondefense_NRC",43.25,NA,NA,NA,NA,NA,NA,NA,NA
1936,"Nondefense_NRC",43.6,NA,NA,NA,NA,NA,NA,NA,NA
1937,"Nondefense_NRC",43.94,NA,NA,NA,NA,NA,NA,NA,NA
1938,"Nondefense_NRC",44.29,NA,NA,NA,NA,NA,NA,NA,NA
1939,"Nondefense_NRC",44.65,NA,NA,NA,NA,NA,NA,NA,NA
1940,"Nondefense_NRC",45,NA,NA,NA,NA,NA,NA,NA,NA
1941,"Nondefense_NRC",45.73,NA,NA,NA,NA,NA,NA,NA,NA
1942,"Nondefense_NRC",46.46,NA,NA,NA,NA,NA,NA,NA,NA
1943,"Nondefense_NRC",47.21,NA,NA,NA,NA,NA,NA,NA,NA
1944,"Nondefense_NRC",47.98,NA,NA,NA,NA,NA,NA,NA,NA
1945,"Nondefense_NRC",48.75,NA,NA,NA,NA,NA,NA,NA,NA
1946,"Nondefense_NRC",52.03,NA,NA,NA,NA,NA,NA,NA,NA
1947,"Nondefense_NRC",55.53,NA,NA,NA,NA,NA,NA,NA,NA
1948,"Nondefense_NRC",59.26,NA,NA,NA,NA,NA,NA,NA,NA
1949,"Nondefense_NRC",63.25,NA,NA,NA,NA,NA,NA,NA,NA
1950,"Nondefense_NRC",67.5,NA,NA,NA,NA,NA,NA,NA,NA
1951,"Nondefense_NRC",73.74,NA,NA,NA,NA,NA,NA,NA,NA
1952,"Nondefense_NRC",80.55,NA,NA,NA,NA,NA,NA,NA,NA
1953,"Nondefense_NRC",87.99,NA,NA,NA,NA,NA,NA,NA,NA
1954,"Nondefense_NRC",96.12,NA,NA,NA,NA,NA,NA,NA,NA
1955,"Nondefense_NRC",105,NA,NA,NA,NA,NA,NA,NA,NA
1956,"Nondefense_NRC",114.93,NA,NA,NA,NA,NA,NA,NA,NA
1957,"Nondefense_NRC",125.81,NA,NA,NA,NA,NA,NA,NA,NA
1958,"Nondefense_NRC",137.71,NA,NA,NA,NA,NA,NA,NA,NA
1959,"Nondefense_NRC",150.74,NA,NA,NA,NA,NA,NA,NA,NA
1960,"Nondefense_NRC",165,NA,NA,NA,NA,NA,NA,NA,NA
1961,"Nondefense_NRC",178.94,NA,NA,NA,NA,NA,NA,NA,NA
1962,"Nondefense_NRC",194.05,NA,NA,NA,NA,NA,NA,NA,NA
1963,"Nondefense_NRC",210.45,NA,NA,NA,NA,NA,NA,NA,NA
1964,"Nondefense_NRC",228.22,NA,NA,NA,NA,NA,NA,NA,NA
1965,"Nondefense_NRC",247.5,NA,NA,NA,NA,NA,NA,NA,NA
1966,"Nondefense_NRC",268.95,NA,NA,NA,NA,NA,NA,NA,NA
1967,"Nondefense_NRC",292.25,NA,NA,NA,NA,NA,NA,NA,NA
1968,"Nondefense_NRC",317.58,NA,NA,NA,NA,NA,NA,NA,NA
1969,"Nondefense_NRC",345.1,NA,NA,NA,NA,NA,NA,NA,NA
1970,"Nondefense_NRC",375,NA,NA,NA,NA,NA,NA,NA,NA
1971,"Nondefense_NRC",416.99,NA,NA,NA,NA,NA,NA,NA,NA
1972,"Nondefense_NRC",463.67,NA,NA,NA,NA,NA,NA,NA,NA
1973,"Nondefense_NRC",515.59,NA,NA,NA,NA,NA,NA,NA,NA
1974,"Nondefense_NRC",573.31,NA,NA,NA,NA,NA,NA,NA,NA
1975,"Nondefense_NRC",637.5,NA,NA,NA,NA,NA,NA,NA,NA
1976,"Nondefense_NRC",714.19,NA,NA,NA,NA,NA,NA,NA,NA
1977,"Nondefense_NRC",800.11,NA,NA,NA,NA,NA,NA,NA,NA
1978,"Nondefense_NRC",896.36,NA,NA,NA,NA,NA,NA,NA,NA
1979,"Nondefense_NRC",1004.2,NA,NA,NA,NA,NA,NA,NA,NA
1980,"Nondefense_NRC",1125,NA,NA,NA,NA,NA,NA,NA,NA
1981,"Nondefense_NRC",1214.56,NA,NA,NA,NA,NA,NA,NA,NA
1982,"Nondefense_NRC",1311.25,NA,NA,NA,NA,NA,NA,NA,NA
1983,"Nondefense_NRC",1415.64,NA,NA,NA,NA,NA,NA,NA,NA
1984,"Nondefense_NRC",1528.33,NA,NA,NA,NA,NA,NA,NA,NA
1985,"Nondefense_NRC",1650,NA,NA,NA,NA,NA,NA,NA,NA
1986,"Nondefense_NRC",1767.14,NA,NA,NA,NA,NA,NA,NA,NA
